Latitude;Longitude;Elevation (metres);Distance (KMs);sin_A
-22.928554;133.523978;639;1402.339;-0.0061224
-22.929246;133.524572;638.4;1402.437;0.005102
-22.929939;133.525167;638.9;1402.535;-0.011111
-22.930632;133.525762;637.8;1402.634;-0.0010204
-22.931325;133.526356;637.7;1402.732;0.0020408
-22.932018;133.526951;637.9;1402.83;0.0090909
-22.932711;133.527546;638.8;1402.929;-0.0071429
-22.933404;133.528141;638.1;1403.027;0
-22.934097;133.528735;638.1;1403.125;-0.0060606
-22.93479;133.52933;637.5;1403.224;0.0098361
-22.9352;133.52973;638.1;1403.285;-0.0037037
-22.93538;133.52991;638;1403.312;0.010526
-22.93572;133.53032;638.6;1403.369;0.010256
-22.93595;133.53061;639;1403.408;0.014062
-22.93631;133.53109;639.9;1403.472;0.0015625
-22.93667;133.53158;640;1403.536;0
-22.93687;133.53183;640;1403.57;-0.0041667
-22.93716;133.53218;639.8;1403.618;-0.013514
-22.93739;133.53244;639.3;1403.655;0.0015152
-22.93783;133.53287;639.4;1403.721;0
-22.93804;133.53306;639.4;1403.751;0.0010417
-22.938713;133.533638;639.5;1403.847;-0.0052632
-22.939386;133.534215;639;1403.942;0
-22.940059;133.534793;639;1404.038;0
-22.940732;133.535371;639;1404.133;0.0072917
-22.941405;133.535948;639.7;1404.229;-0.0010526
-22.942078;133.536526;639.6;1404.324;0.0041667
-22.942751;133.537104;640;1404.42;-0.0031579
-22.943424;133.537681;639.7;1404.515;-0.00625
-22.944096;133.538259;639.1;1404.611;0.016842
-22.944769;133.538836;640.7;1404.706;-0.0072917
-22.945442;133.539414;640;1404.802;-0.0021053
-22.946115;133.539992;639.8;1404.897;0.0083333
-22.946788;133.540569;640.6;1404.993;-0.0073684
-22.947461;133.541147;639.9;1405.088;0
-22.948134;133.541725;639.9;1405.184;0.011579
-22.948807;133.542302;641;1405.279;0
-22.94948;133.54288;641;1405.375;-0.0047619
-22.94993;133.54326;640.7;1405.438;-0.009375
-22.95038;133.54364;640.1;1405.502;0.016071
-22.95078;133.54398;641;1405.558;0.013415
-22.951357;133.54448;642.1;1405.64;0.0084337
-22.951935;133.54498;642.8;1405.723;-0.0012195
-22.952513;133.54548;642.7;1405.805;-0.013415
-22.95309;133.54598;641.6;1405.887;0.013131
-22.953788;133.546579;642.9;1405.986;0.0090909
-22.954486;133.547179;643.8;1406.085;-0.0080808
-22.955184;133.547778;643;1406.184;0.018182
-22.955881;133.548377;644.8;1406.283;-0.0080808
-22.956579;133.548976;644;1406.382;0
-22.957277;133.549576;644;1406.481;0
-22.957975;133.550175;644;1406.58;0.0040404
-22.958673;133.550774;644.4;1406.679;0.0090909
-22.959371;133.551374;645.3;1406.778;-0.0050505
-22.960069;133.551973;644.8;1406.877;-0.0070707
-22.960766;133.552572;644.1;1406.976;0.0080808
-22.961464;133.553171;644.9;1407.075;-0.0070707
-22.962162;133.553771;644.2;1407.174;-0.002
-22.96286;133.55437;644;1407.274;0
-22.96309;133.55457;644;1407.306;0
-22.96311;133.55458;644;1407.309;0
-22.96313;133.55459;644;1407.311;0
-22.96315;133.5546;644;1407.314;0
-22.96318;133.55461;644;1407.317;0
-22.96321;133.55462;644;1407.321;0
-22.96326;133.55463;644;1407.326;0
-22.96331;133.55464;644;1407.332;0
-22.96334;133.55465;644;1407.335;0
-22.96335;133.55466;644;1407.337;0
-22.96341;133.55468;644;1407.344;0
-22.96343;133.55469;644;1407.346;0
-22.9635;133.55474;644;1407.356;0.02069
-22.964115;133.55527;645.8;1407.443;-0.0079545
-22.96473;133.5558;645.1;1407.531;0.0032967
-22.965375;133.556357;645.4;1407.622;0.0054348
-22.96602;133.556915;645.9;1407.714;0
-22.966665;133.557473;645.9;1407.806;-0.0097826
-22.96731;133.55803;645;1407.898;0.010227
-22.967937;133.558567;645.9;1407.986;0.0067416
-22.968563;133.559103;646.5;1408.075;0.005618
-22.96919;133.55964;647;1408.164;0
-22.96922;133.55967;647;1408.169;0
-22.96924;133.55969;647;1408.172;0
-22.96926;133.55972;647;1408.175;0
-22.96928;133.55977;647;1408.181;0
-22.9693;133.55981;647;1408.186;0
-22.96932;133.55986;647;1408.191;0
-22.96933;133.55989;647;1408.195;0
-22.96934;133.55991;647;1408.197;0
-22.96935;133.55992;647;1408.198;0
-22.96936;133.55994;647;1408.201;0
-22.96938;133.55995;647;1408.203;-0.004918
-22.96981;133.560315;646.7;1408.264;-0.0081967
-22.97024;133.56068;646.2;1408.325;0.009589
-22.97076;133.561125;646.9;1408.398;0.013514
-22.97128;133.56157;647.9;1408.472;-0.0096774
-22.971931;133.56213;647;1408.565;0
-22.972583;133.56269;647;1408.657;0
-22.973234;133.56325;647;1408.75;-0.0054348
-22.973886;133.56381;646.5;1408.842;-0.0043011
-22.974537;133.56437;646.1;1408.935;-0.001087
-22.975189;133.56493;646;1409.027;0
-22.97584;133.56549;646;1409.119;0.010309
-22.976523;133.566076;647;1409.216;0
-22.977206;133.566661;647;1409.313;0
-22.977889;133.567247;647;1409.41;0.0020619
-22.978571;133.567833;647.2;1409.507;0.0061856
-22.979254;133.568419;647.8;1409.604;-0.0082474
-22.979937;133.569004;647;1409.701;0.0010417
-22.98062;133.56959;647.1;1409.797;0.0081395
-22.98122;133.570103;647.8;1409.883;0.0011765
-22.98182;133.570617;647.9;1409.968;-0.0058824
-22.98242;133.57113;647.4;1410.053;-0.0083333
-22.98284;133.5715;646.9;1410.113;0.0011628
-22.983444;133.572022;647;1410.199;0.0023256
-22.984048;133.572544;647.2;1410.285;0.010465
-22.984652;133.573066;648.1;1410.371;0.0058824
-22.985256;133.573588;648.6;1410.456;0.0046512
-22.98586;133.57411;649;1410.542;0.0011905
-22.98645;133.57461;649.1;1410.626;-0.0048193
-22.98704;133.57511;648.7;1410.709;0
-22.98763;133.57561;648.7;1410.792;0.011224
-22.988316;133.5762;649.8;1410.89;-0.012371
-22.989002;133.57679;648.6;1410.987;-0.0030928
-22.989688;133.57738;648.3;1411.084;0.016327
-22.990374;133.57797;649.9;1411.182;0
-22.99106;133.57856;649.9;1411.279;0.0081633
-22.991746;133.57915;650.7;1411.377;0.0030928
-22.992432;133.57974;651;1411.474;-0.0051546
-22.993118;133.58033;650.5;1411.571;-0.005102
-22.993804;133.58092;650;1411.669;0.0010309
-22.99449;133.58151;650.1;1411.766;0.0010638
-22.995152;133.582078;650.2;1411.86;0.019149
-22.995814;133.582646;652;1411.954;-0.0074468
-22.996477;133.583213;651.3;1412.048;-0.0031915
-22.997139;133.583781;651;1412.142;0.01383
-22.997801;133.584349;652.3;1412.236;0.0074468
-22.998463;133.584917;653;1412.33;0
-22.999126;133.585484;653;1412.424;0.0095745
-22.999788;133.586052;653.9;1412.518;0.0010753
-23.00045;133.58662;654;1412.611;-0.0040816
-23.001138;133.587212;653.6;1412.709;-0.0061224
-23.001825;133.587803;653;1412.807;0.0092784
-23.002513;133.588395;653.9;1412.904;0.0091837
-23.003201;133.588986;654.8;1413.002;0.0010204
-23.003888;133.589578;654.9;1413.1;0.0020619
-23.004576;133.590169;655.1;1413.197;0.0071429
-23.005264;133.590761;655.8;1413.295;0.0020408
-23.005952;133.591352;656;1413.393;0.0092784
-23.006639;133.591944;656.9;1413.49;0.0071429
-23.007327;133.592535;657.6;1413.588;-0.005102
-23.008015;133.593127;657.1;1413.686;0
-23.008702;133.593718;657.1;1413.783;-0.0010204
-23.00939;133.59431;657;1413.881;0.010714
-23.009984;133.59482;657.9;1413.965;-0.0011905
-23.010578;133.59533;657.8;1414.049;0.0082353
-23.011172;133.59584;658.5;1414.134;0.0035714
-23.011766;133.59635;658.8;1414.218;0
-23.01236;133.59686;658.8;1414.302;-0.0056818
-23.012977;133.597389;658.3;1414.39;0.0091954
-23.013594;133.597917;659.1;1414.477;-0.0011364
-23.014211;133.598446;659;1414.565;0.0057471
-23.014829;133.598974;659.5;1414.652;-0.0034091
-23.015446;133.599503;659.2;1414.74;0.0045977
-23.016063;133.600031;659.6;1414.827;0.0045455
-23.01668;133.60056;660;1414.915;0
-23.01728;133.60108;660;1415;0.0047059
-23.01788;133.6016;660.4;1415.085;0.0081081
-23.018397;133.602047;661;1415.159;-0.016438
-23.018913;133.602493;659.8;1415.232;-0.0013514
-23.01943;133.60294;659.7;1415.306;0.0033333
-23.020063;133.603487;660;1415.396;0.011111
-23.020697;133.604033;661;1415.486;0.0022222
-23.02133;133.60458;661.2;1415.576;0.011538
-23.0217;133.60488;661.8;1415.628;-0.0049383
-23.022273;133.605375;661.4;1415.709;0
-23.022845;133.60587;661.4;1415.79;0.0012195
-23.023417;133.606365;661.5;1415.872;0.0061728
-23.02399;133.60686;662;1415.953;0.008
-23.024689;133.607462;662.8;1416.053;-0.0080808
-23.025388;133.608064;662;1416.152;0.0060606
-23.026087;133.608666;662.6;1416.251;-0.0040404
-23.026786;133.609268;662.2;1416.35;0.008
-23.027485;133.60987;663;1416.45;0.0040404
-23.028184;133.610472;663.4;1416.549;-0.0050505
-23.028883;133.611074;662.9;1416.648;0.009
-23.029582;133.611676;663.8;1416.748;0.0020202
-23.030281;133.612278;664;1416.847;0.0060606
-23.03098;133.61288;664.6;1416.946;-0.00625
-23.031651;133.613459;664;1417.042;0.0010526
-23.032323;133.614038;664.1;1417.137;0.0052632
-23.032994;133.614616;664.6;1417.232;0.0041667
-23.033665;133.615195;665;1417.328;-0.0010526
-23.034336;133.615774;664.9;1417.423;0
-23.035008;133.616352;664.9;1417.519;0.0010526
-23.035679;133.616931;665;1417.614;0.0010526
-23.03635;133.61751;665.1;1417.709;0.0054945
-23.036986;133.618058;665.6;1417.8;-0.0088889
-23.037622;133.618606;664.8;1417.89;0.011111
-23.038258;133.619154;665.8;1417.98;-0.0065934
-23.038894;133.619702;665.2;1418.071;0.0077778
-23.03953;133.62025;665.9;1418.161;0.0037736
-23.039905;133.620575;666.1;1418.214;0
-23.04028;133.6209;666.1;1418.268;0.0014925
-23.04075;133.621303;666.2;1418.335;0.0030303
-23.04122;133.621707;666.4;1418.401;-0.013433
-23.04169;133.62211;665.5;1418.468;0.022581
-23.042345;133.622672;667.6;1418.561;-0.015054
-23.043;133.623234;666.2;1418.654;0.0021505
-23.043655;133.623796;666.4;1418.747;-0.0043011
-23.04431;133.624359;666;1418.84;0.0032609
-23.044965;133.624921;666.3;1418.932;0.0075269
-23.04562;133.625483;667;1419.025;0
-23.046275;133.626045;667;1419.118;0.019355
-23.04693;133.626607;668.8;1419.211;-0.010753
-23.047585;133.627169;667.8;1419.304;0.0021505
-23.04824;133.627731;668;1419.397;0
-23.048895;133.628294;668;1419.49;0
-23.04955;133.628856;668;1419.583;0
-23.050205;133.629418;668;1419.676;0.010753
-23.05086;133.62998;669;1419.769;0.012195
-23.05144;133.630477;670;1419.851;0
-23.05202;133.630975;670;1419.933;-0.0085366
-23.0526;133.631472;669.3;1420.015;0.0036145
-23.05318;133.63197;669.6;1420.098;0.008046
-23.053797;133.632498;670.3;1420.185;0
-23.054415;133.633025;670.3;1420.272;0.0079545
-23.055033;133.633552;671;1420.36;-0.0011494
-23.05565;133.63408;670.9;1420.447;0.0016393
-23.05607;133.63445;671;1420.508;0.005
-23.05649;133.63482;671.3;1420.568;0.013953
-23.0568;133.63508;671.9;1420.611;0.0066667
-23.0569;133.63517;672;1420.626;-0.0012048
-23.057487;133.63567;671.9;1420.709;-0.0012048
-23.058073;133.63617;671.8;1420.792;-0.014458
-23.05866;133.63667;670.6;1420.875;-0.0014085
-23.05916;133.6371;670.5;1420.946;0.01831
-23.05966;133.63753;671.8;1421.017;0.0028169
-23.06016;133.63796;672;1421.088;0.001087
-23.060809;133.63852;672.1;1421.18;-0.001087
-23.061457;133.63908;672;1421.272;-0.01087
-23.062106;133.63964;671;1421.364;0.0086022
-23.062754;133.6402;671.8;1421.457;0.0043478
-23.063403;133.64076;672.2;1421.549;0
-23.064051;133.64132;672.2;1421.641;0.0021739
-23.0647;133.64188;672.4;1421.733;-0.004
-23.065403;133.642483;672;1421.833;0.014
-23.066106;133.643086;673.4;1421.933;0
-23.066809;133.643689;673.4;1422.032;-0.004
-23.067512;133.644292;673;1422.132;0.002
-23.068215;133.644895;673.2;1422.232;-0.0040404
-23.068918;133.645498;672.8;1422.331;0.008
-23.069622;133.646102;673.6;1422.431;0.01
-23.070325;133.646705;674.6;1422.531;-0.0020202
-23.071028;133.647308;674.4;1422.63;0.002
-23.071731;133.647911;674.6;1422.73;0.004
-23.072434;133.648514;675;1422.83;0
-23.073137;133.649117;675;1422.93;0.0050505
-23.07384;133.64972;675.5;1423.029;0.002
-23.074542;133.650322;675.7;1423.129;0.0010101
-23.075244;133.650924;675.8;1423.228;0.01
-23.075945;133.651525;676.8;1423.328;0.0020202
-23.076647;133.652127;677;1423.427;-0.008
-23.077349;133.652729;676.2;1423.527;-0.0020202
-23.078051;133.653331;676;1423.626;0.022
-23.078753;133.653933;678.2;1423.726;-0.0020202
-23.079455;133.654535;678;1423.825;-0.01
-23.080156;133.655136;677;1423.925;0.010101
-23.080858;133.655738;678;1424.024;-0.001
-23.08156;133.65634;677.9;1424.124;-0.0091837
-23.082255;133.656935;677;1424.222;0.0090909
-23.082949;133.657531;677.9;1424.321;0.0010204
-23.083644;133.658126;678;1424.419;0.0040404
-23.084339;133.658721;678.4;1424.518;-0.0091837
-23.085033;133.659317;677.5;1424.616;-0.0010101
-23.085728;133.659912;677.4;1424.715;0.0081633
-23.086423;133.660507;678.2;1424.813;0
-23.087117;133.661103;678.2;1424.912;0.0081633
-23.087812;133.661698;679;1425.01;0.016162
-23.088507;133.662293;680.6;1425.109;-0.0071429
-23.089201;133.662889;679.9;1425.207;-0.0050505
-23.089896;133.663484;679.4;1425.306;0
-23.090591;133.664079;679.4;1425.404;0.005102
-23.091285;133.664675;679.9;1425.502;0.0010101
-23.09198;133.66527;680;1425.601;0
-23.09229;133.66554;680;1425.645;-0.00625
-23.092965;133.666118;679.4;1425.741;0.0021053
-23.09364;133.666695;679.6;1425.836;0.0041667
-23.094315;133.667273;680;1425.932;0.0041667
-23.09499;133.66785;680.4;1426.028;-0.0011628
-23.0956;133.66837;680.3;1426.114;-0.0034884
-23.09621;133.66889;680;1426.2;0.0022989
-23.09682;133.66941;680.2;1426.287;-0.0022727
-23.09744;133.669945;680;1426.375;0
-23.09806;133.67048;680;1426.463;0.016327
-23.09875;133.671073;681.6;1426.561;0.0091837
-23.09944;133.671665;682.5;1426.659;0.0082474
-23.10013;133.672258;683.3;1426.756;-0.005102
-23.10082;133.67285;682.8;1426.854;-0.0081633
-23.10151;133.673442;682;1426.952;-0.010204
-23.1022;133.674035;681;1427.05;0
-23.10289;133.674628;681;1427.148;-0.010204
-23.10358;133.67522;680;1427.246;-0.001087
-23.104233;133.675778;679.9;1427.338;0.011828
-23.104886;133.676336;681;1427.431;-0.0097826
-23.105539;133.676894;680.1;1427.523;-0.0010753
-23.106192;133.677452;680;1427.616;0.0076087
-23.106845;133.67801;680.7;1427.708;0.0086022
-23.107498;133.678568;681.5;1427.801;0.001087
-23.108151;133.679126;681.6;1427.893;0.0043478
-23.108804;133.679684;682;1427.985;0
-23.109457;133.680242;682;1428.078;0.001087
-23.11011;133.6808;682.1;1428.17;-0.0010101
-23.110808;133.681397;682;1428.269;0.0020202
-23.111506;133.681994;682.2;1428.368;-0.0080808
-23.112204;133.682591;681.4;1428.467;0.0040404
-23.112902;133.683188;681.8;1428.566;0.012121
-23.1136;133.683785;683;1428.665;0
-23.114298;133.684382;683;1428.764;0
-23.114996;133.684979;683;1428.862;0.014141
-23.115694;133.685576;684.4;1428.961;0.0030303
-23.116392;133.686173;684.7;1429.06;0.0010101
-23.11709;133.68677;684.8;1429.159;-0.0021978
-23.117735;133.687321;684.6;1429.25;0.0054348
-23.11838;133.687873;685.1;1429.342;0.013187
-23.119025;133.688424;686.3;1429.433;0.0098901
-23.11967;133.688975;687.2;1429.524;0.0086957
-23.120315;133.689526;688;1429.616;0.0054945
-23.12096;133.690078;688.5;1429.707;-0.0054945
-23.121605;133.690629;688;1429.798;0
-23.12225;133.69118;688;1429.89;0
-23.12278;133.69163;688;1429.964;0.024
-23.12331;133.69208;689.8;1430.039;0.014458
-23.123898;133.692577;691;1430.122;-0.0060241
-23.124485;133.693075;690.5;1430.205;-0.0012048
-23.125072;133.693573;690.4;1430.288;0.0072289
-23.12566;133.69407;691;1430.371;0.0020202
-23.126366;133.694668;691.2;1430.47;0.008
-23.127071;133.695266;692;1430.57;0
-23.127777;133.695863;692;1430.67;0.0090909
-23.128482;133.696461;692.9;1430.769;0.011
-23.129188;133.697059;694;1430.869;-0.0020202
-23.129893;133.697657;693.8;1430.968;0
-23.130599;133.698254;693.8;1431.068;-0.0010101
-23.131304;133.698852;693.7;1431.167;0.003
-23.13201;133.69945;694;1431.267;0.0060606
-23.13224;133.69965;694.2;1431.3;0.0011236
-23.13287;133.70019;694.3;1431.389;-0.0055556
-23.133255;133.70051;694;1431.443;0
-23.13364;133.70083;694;1431.497;0.015686
-23.134005;133.70114;694.8;1431.548;0.017308
-23.13437;133.70145;695.7;1431.6;-0.0041237
-23.135052;133.702033;695.3;1431.697;-0.017708
-23.135734;133.702617;693.6;1431.793;-0.0030928
-23.136417;133.7032;693.3;1431.89;0.009375
-23.137099;133.703783;694.2;1431.986;0.0061856
-23.137781;133.704367;694.8;1432.083;-0.010309
-23.138463;133.70495;693.8;1432.18;0.010417
-23.139146;133.705533;694.8;1432.276;-0.0010309
-23.139828;133.706117;694.7;1432.373;0.0030928
-23.14051;133.7067;695;1432.47;0.0084211
-23.141187;133.707278;695.8;1432.565;-0.00625
-23.141863;133.707857;695.2;1432.661;-0.009375
-23.14254;133.708435;694.3;1432.757;0.0125
-23.143217;133.709013;695.5;1432.853;0.0052083
-23.143893;133.709592;696;1432.949;0
-23.14457;133.71017;696;1433.044;0
-23.145247;133.710748;696;1433.14;0
-23.145923;133.711327;696;1433.236;0
-23.1466;133.711905;696;1433.332;0.0010417
-23.147277;133.712483;696.1;1433.428;0.0073684
-23.147953;133.713062;696.8;1433.523;0.0083333
-23.14863;133.71364;697.6;1433.619;0.0040404
-23.14933;133.71424;698;1433.718;0.004
-23.15003;133.71484;698.4;1433.818;0.0011111
-23.15067;133.71539;698.5;1433.908;0
-23.15131;133.71594;698.5;1433.999;0.0087912
-23.15195;133.71649;699.3;1434.09;-0.0054945
-23.15259;133.71704;698.8;1434.181;0.0026667
-23.153125;133.71749;699;1434.256;0
-23.15366;133.71794;699;1434.331;0.0071429
-23.15435;133.718531;699.7;1434.429;0.0030612
-23.15504;133.719122;700;1434.527;0.0061224
-23.15573;133.719713;700.6;1434.625;-0.0030928
-23.15642;133.720304;700.3;1434.722;-0.0030612
-23.15711;133.720895;700;1434.82;0
-23.1578;133.721485;700;1434.918;0
-23.15849;133.722076;700;1435.016;0.010204
-23.15918;133.722667;701;1435.114;0.0041237
-23.15987;133.723258;701.4;1435.211;0.0010204
-23.16056;133.723849;701.5;1435.309;-0.0020408
-23.16125;133.72444;701.3;1435.407;0.0085366
-23.161826;133.724938;702;1435.489;-0.0060976
-23.162402;133.725436;701.5;1435.571;-0.012195
-23.162978;133.725934;700.5;1435.653;0.011111
-23.163554;133.726432;701.4;1435.734;0.0073171
-23.16413;133.72693;702;1435.816;0
-23.164804;133.727511;702;1435.912;-0.0010417
-23.165479;133.728093;701.9;1436.008;0.0052083
-23.166153;133.728674;702.4;1436.104;-0.0031579
-23.166827;133.729256;702.1;1436.199;-0.00625
-23.167501;133.729837;701.5;1436.295;0.0052083
-23.168176;133.730419;702;1436.391;0.009375
-23.16885;133.731;702.9;1436.487;-0.005814
-23.169459;133.731524;702.4;1436.573;0.0011494
-23.170067;133.732049;702.5;1436.66;0.0069767
-23.170676;133.732573;703.1;1436.746;0.017241
-23.171284;133.733097;704.6;1436.833;0.0023256
-23.171893;133.733621;704.8;1436.919;-0.0023256
-23.172501;133.734146;704.6;1437.005;-0.010345
-23.17311;133.73467;703.7;1437.092;-0.0030928
-23.173796;133.735261;703.4;1437.189;0.0061224
-23.174481;133.735853;704;1437.287;0.0020619
-23.175167;133.736444;704.2;1437.384;0.0082474
-23.175853;133.737036;705;1437.481;-0.0040816
-23.176539;133.737627;704.6;1437.579;0.0051546
-23.177224;133.738219;705.1;1437.676;0.0061224
-23.17791;133.73881;705.7;1437.774;-0.015385
-23.178553;133.739363;704.3;1437.865;-0.0021978
-23.179197;133.739917;704.1;1437.956;0.0065217
-23.17984;133.74047;704.7;1438.048;0.0083333
-23.180347;133.740907;705.3;1438.12;0.0097222
-23.180853;133.741343;706;1438.192;0
-23.18136;133.74178;706;1438.263;0
-23.18187;133.742227;706;1438.336;-0.0013699
-23.18238;133.742673;705.9;1438.409;-0.0054795
-23.18289;133.74312;705.5;1438.482;-0.0035294
-23.183487;133.743633;705.2;1438.567;-0.002381
-23.184083;133.744147;705;1438.651;0.0094118
-23.18468;133.74466;705.8;1438.736;0.0023529
-23.185277;133.745173;706;1438.821;-0.010588
-23.185873;133.745687;705.1;1438.906;-0.0011905
-23.18647;133.7462;705;1438.99;0.018085
-23.187129;133.74677;706.7;1439.084;-0.0021277
-23.187788;133.74734;706.5;1439.178;-0.0043011
-23.188447;133.74791;706.1;1439.271;0.0031915
-23.189106;133.74848;706.4;1439.365;-0.0031915
-23.189764;133.74905;706.1;1439.459;-0.0010753
-23.190423;133.74962;706;1439.552;0
-23.191082;133.75019;706;1439.646;-0.0010638
-23.191741;133.75076;705.9;1439.74;-0.0010638
-23.1924;133.75133;705.8;1439.834;0.0010417
-23.19309;133.7519;705.9;1439.93;-0.001087
-23.193737;133.752459;705.8;1440.022;-0.001087
-23.194383;133.753018;705.7;1440.114;-0.0076087
-23.19503;133.753577;705;1440.206;-0.001087
-23.195677;133.754136;704.9;1440.298;-0.0054348
-23.196323;133.754694;704.4;1440.39;0.0086957
-23.19697;133.755253;705.2;1440.482;0.0086957
-23.197617;133.755812;706;1440.574;0.0076087
-23.198263;133.756371;706.7;1440.666;-0.0065934
-23.19891;133.75693;706.1;1440.757;-0.0019231
-23.19929;133.75722;706;1440.809;0
-23.19982;133.7576;706;1440.88;0
-23.20026;133.75788;706;1440.937;-0.0090909
-23.20096;133.75828;705.2;1441.025;-0.013208
-23.2014;133.7585;704.5;1441.078;-0.01
-23.20156;133.75858;704.3;1441.098;0.0031915
-23.20234;133.75893;704.6;1441.192;0.0056604
-23.20279;133.75909;704.9;1441.245;0.0066667
-23.20292;133.75913;705;1441.26;0
-23.20355;133.75931;705;1441.332;0
-23.20428;133.75949;705;1441.416;0.0092105
-23.20495;133.75963;705.7;1441.492;0.0081081
-23.20528;133.75968;706;1441.529;0.0076923
-23.2054;133.7597;706.1;1441.542;0.0028571
-23.20571;133.75973;706.2;1441.577;-0.010638
-23.20613;133.75976;705.7;1441.624;-0.02
-23.20649;133.75979;704.9;1441.664;0
-23.20699;133.75981;704.9;1441.72;0.0033333
-23.20726;133.7598;705;1441.75;0
-23.20738;133.7598;705;1441.763;0
-23.20788;133.75978;705;1441.819;0
-23.20829;133.75974;705;1441.864;0
-23.20841;133.75973;705;1441.878;0.0018868
-23.20888;133.75967;705.1;1441.931;0.0076923
-23.2097;133.75958;705.8;1442.022;0.0016667
-23.210235;133.759545;705.9;1442.082;-0.005
-23.21077;133.75951;705.6;1442.142;-0.0021505
-23.21161;133.75951;705.4;1442.235;0.0057143
-23.21224;133.75956;705.8;1442.305;0.0052083
-23.21309;133.75967;706.3;1442.401;0
-23.21316;133.75968;706.3;1442.409;-0.0027027
-23.21382;133.7598;706.1;1442.483;-0.0056604
-23.21428;133.75992;705.8;1442.536;-0.0088235
-23.21458;133.75999;705.5;1442.57;0.0071429
-23.21506;133.76015;705.9;1442.626;0.01
-23.21575;133.76037;706.7;1442.706;0.00375
-23.21644;133.76059;707;1442.786;-0.00375
-23.21713;133.76081;706.7;1442.866;-0.0012987
-23.21779;133.761025;706.6;1442.943;0.0039474
-23.21845;133.76124;706.9;1443.019;0.0025974
-23.21911;133.761455;707.1;1443.096;0.0064935
-23.21977;133.76167;707.6;1443.173;0.0030303
-23.22063;133.76194;707.9;1443.272;0
-23.22118;133.76211;707.9;1443.336;-0.0045455
-23.221935;133.76235;707.5;1443.424;-0.0045977
-23.22269;133.76259;707.1;1443.511;0.0046875
-23.22324;133.76277;707.4;1443.575;0.009375
-23.22379;133.76295;708;1443.639;0.0010753
-23.224595;133.763209;708.1;1443.732;0.0085106
-23.225399;133.763468;708.9;1443.826;0.0032258
-23.226204;133.763727;709.2;1443.919;0.0074468
-23.227008;133.763986;709.9;1444.013;0.0010753
-23.227813;133.764245;710;1444.106;0
-23.228617;133.764505;710;1444.199;0
-23.229422;133.764764;710;1444.293;0
-23.230226;133.765023;710;1444.386;0
-23.231031;133.765282;710;1444.48;0
-23.231835;133.765541;710;1444.573;0.0043011
-23.23264;133.7658;710.4;1444.666;-0.01831
-23.233245;133.765995;709.1;1444.737;-0.0014286
-23.23385;133.76619;709;1444.807;0.014035
-23.234345;133.76635;709.8;1444.864;0.012069
-23.23484;133.76651;710.5;1444.922;0.0035714
-23.23556;133.76675;710.8;1445.006;-0.003
-23.23642;133.76703;710.5;1445.106;0.010714
-23.23715;133.76727;711.4;1445.19;0.0087719
-23.23764;133.76743;711.9;1445.247;-0.0013333
-23.23828;133.76763;711.8;1445.322;-0.01194
-23.23886;133.76782;711;1445.389;-0.013333
-23.23937;133.768;710.2;1445.449;0.0076923
-23.24004;133.76822;710.8;1445.527;-0.0067568
-23.24068;133.76843;710.3;1445.601;-0.0043478
-23.24127;133.76863;710;1445.67;-0.0064935
-23.24194;133.76884;709.5;1445.747;-0.0026316
-23.24259;133.76905;709.3;1445.823;0.0048387
-23.24312;133.76924;709.6;1445.885;0.0056338
-23.24373;133.76944;710;1445.956;0.014516
-23.24426;133.76963;710.9;1446.018;0.018182
-23.24492;133.76986;712.3;1446.095;-0.0035714
-23.24564;133.77009;712;1446.179;0
-23.2461;133.770245;712;1446.232;0
-23.24656;133.7704;712;1446.286;-0.0058824
-23.24671;133.77045;711.9;1446.303;-0.014815
-23.24741;133.77066;710.7;1446.384;-0.012698
-23.24795;133.77084;709.9;1446.447;-0.0027778
-23.24857;133.77103;709.7;1446.519;-0.021154
-23.24902;133.77117;708.6;1446.571;0.014286
-23.24956;133.77135;709.5;1446.634;0
-23.25013;133.77154;709.5;1446.7;-0.0063492
-23.25067;133.77171;709.1;1446.763;-0.0019608
-23.25111;133.77185;709;1446.814;0
-23.25163;133.77202;709;1446.874;0.0039216
-23.25207;133.77216;709.2;1446.925;0.014035
-23.25256;133.77233;710;1446.982;0.0041667
-23.25318;133.77253;710.3;1447.054;0
-23.25351;133.77263;710.3;1447.093;-0.0051282
-23.25385;133.77273;710.1;1447.132;0.0034483
-23.25411;133.77279;710.2;1447.161;0.01
-23.25428;133.77283;710.4;1447.181;0.012195
-23.25465;133.7729;710.9;1447.222;0.016364
-23.25514;133.77296;711.8;1447.277;0.013158
-23.25548;133.773;712.3;1447.315;0.013043
-23.25568;133.77303;712.6;1447.338;0.0045455
-23.25607;133.77308;712.8;1447.382;-0.026866
-23.25667;133.77319;711;1447.449;0
-23.257;133.77328;711;1447.487;0
-23.25732;133.77337;711;1447.524;0
-23.25797;133.77358;711;1447.599;0
-23.2587;133.77381;711;1447.684;0
-23.25937;133.77403;711;1447.762;0
-23.25999;133.77422;711;1447.834;0.0095238
-23.26036;133.77433;711.4;1447.876;0.0090909
-23.26074;133.77443;711.8;1447.92;-0.0057143
-23.26136;133.77457;711.4;1447.99;0.0019608
-23.261805;133.77467;711.5;1448.041;-0.0019608
-23.26225;133.77477;711.4;1448.092;-0.01
-23.26234;133.7748;711.3;1448.102;-0.0015873
